split,internal_record_id,source_split,image_id,source_image_path,source_project_image_path,source_project_label_path,smoke_image_path,smoke_label_path,valid_object_count,label_annotation_count,category_names,image_link_strategy,label_link_strategy
val,train2017_505552,train2017,505552,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000505552.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000505552.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000505552.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000505552.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000505552.txt,37,37,"[""bottle"", ""cell phone"", ""chair"", ""cup"", ""dining table"", ""fork"", ""keyboard"", ""laptop"", ""mouse"", ""person"", ""pizza"", ""spoon"", ""wine glass""]",hardlink,hardlink
val,train2017_528851,train2017,528851,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000528851.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000528851.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000528851.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000528851.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000528851.txt,32,32,"[""broccoli"", ""chair"", ""cup"", ""dining table"", ""hot dog"", ""laptop"", ""person"", ""refrigerator"", ""sandwich"", ""sink"", ""tv""]",hardlink,hardlink
val,train2017_466664,train2017,466664,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000466664.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000466664.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000466664.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000466664.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000466664.txt,19,19,"[""backpack"", ""book"", ""bottle"", ""cell phone"", ""clock"", ""dining table"", ""handbag"", ""remote"", ""scissors"", ""toothbrush""]",hardlink,hardlink
val,train2017_471113,train2017,471113,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000471113.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000471113.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000471113.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000471113.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000471113.txt,24,24,"[""backpack"", ""baseball bat"", ""baseball glove"", ""bench"", ""bottle"", ""cup"", ""person"", ""sports ball""]",hardlink,hardlink
val,train2017_404236,train2017,404236,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000404236.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000404236.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000404236.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000404236.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000404236.txt,21,21,"[""boat"", ""dog"", ""handbag"", ""kite"", ""person"", ""umbrella""]",hardlink,hardlink
val,train2017_301991,train2017,301991,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000301991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000301991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000301991.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000301991.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000301991.txt,17,17,"[""cake"", ""carrot"", ""chair"", ""cup"", ""dining table"", ""fork"", ""person"", ""tie"", ""wine glass""]",hardlink,hardlink
val,train2017_185168,train2017,185168,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000185168.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000185168.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000185168.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000185168.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000185168.txt,26,26,"[""backpack"", ""bottle"", ""cup"", ""giraffe"", ""handbag"", ""person"", ""stop sign"", ""zebra""]",hardlink,hardlink
val,train2017_223146,train2017,223146,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000223146.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000223146.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000223146.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000223146.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000223146.txt,22,22,"[""car"", ""cow"", ""horse"", ""person"", ""sheep"", ""truck""]",hardlink,hardlink
val,train2017_102056,train2017,102056,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000102056.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000102056.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000102056.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000102056.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000102056.txt,14,14,"[""backpack"", ""bicycle"", ""bus"", ""person"", ""skis"", ""snowboard""]",hardlink,hardlink
val,train2017_341118,train2017,341118,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000341118.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000341118.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000341118.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000341118.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000341118.txt,10,10,"[""backpack"", ""chair"", ""couch"", ""dining table"", ""handbag"", ""person"", ""sink"", ""suitcase"", ""teddy bear"", ""tv""]",hardlink,hardlink
val,train2017_12681,train2017,12681,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000012681.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000012681.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000012681.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000012681.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000012681.txt,13,13,"[""bowl"", ""cake"", ""chair"", ""cup"", ""dining table"", ""donut"", ""person"", ""train""]",hardlink,hardlink
val,train2017_244122,train2017,244122,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000244122.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000244122.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000244122.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000244122.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000244122.txt,8,8,"[""banana"", ""bed"", ""chair"", ""couch"", ""cup"", ""frisbee"", ""laptop"", ""toaster""]",hardlink,hardlink
val,train2017_47125,train2017,47125,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\raw\coco2017\train2017\000000047125.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\images\val\train2017_000000047125.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\processed\coco_yolo\labels\val\train2017_000000047125.txt,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\images\val\train2017_000000047125.jpg,G:\intership projects\Real-Time Object Detection using YOLOv5\code\data\smoke\coco_yolov5\labels\val\train2017_000000047125.txt,21,21,"[""bench"", ""bicycle"", ""bird"", ""person"", ""skateboard""]",hardlink,hardlink
